stage_history_id,opp_id,stage,entered_at,exited_at,days_in_stage
1378,372,Closed Lost,2023-09-25T00:00:00,2023-09-25T00:00:00,0
1379,373,Prospecting,2024-01-18T00:00:00,2024-01-29T00:00:00,11
1380,373,Discovery,2024-01-29T00:00:00,2024-02-19T00:00:00,21
1381,373,Qualification,2024-02-19T00:00:00,,
1382,374,Prospecting,2023-05-09T00:00:00,2023-05-20T00:00:00,11
1383,374,Discovery,2023-05-20T00:00:00,2023-06-07T00:00:00,18
1384,374,Qualification,2023-06-07T00:00:00,,
1385,375,Prospecting,2022-06-02T00:00:00,2022-06-16T00:00:00,14
1386,375,Discovery,2022-06-16T00:00:00,,
1387,376,Prospecting,2024-11-09T00:00:00,2024-11-16T00:00:00,7
1388,376,Discovery,2024-11-16T00:00:00,2024-11-25T00:00:00,9
1389,376,Qualification,2024-11-25T00:00:00,2024-12-01T00:00:00,6
1390,376,Proposal,2024-12-01T00:00:00,2024-12-09T00:00:00,8
1391,376,Negotiation,2024-12-09T00:00:00,2024-12-22T00:00:00,13
1392,376,Closed Won,2024-12-22T00:00:00,2024-12-29T00:00:00,7
1393,376,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
1394,377,Prospecting,2024-12-04T00:00:00,2024-12-09T00:00:00,5
1395,377,Discovery,2024-12-09T00:00:00,2024-12-12T00:00:00,3
1396,377,Qualification,2024-12-12T00:00:00,2024-12-15T00:00:00,3
1397,377,Proposal,2024-12-15T00:00:00,2024-12-17T00:00:00,2
1398,377,Negotiation,2024-12-17T00:00:00,2024-12-25T00:00:00,8
1399,377,Closed Won,2024-12-25T00:00:00,2024-12-27T00:00:00,2
1400,377,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
1401,378,Prospecting,2024-12-28T00:00:00,2024-12-29T00:00:00,1
1402,378,Discovery,2024-12-29T00:00:00,2024-12-30T00:00:00,1
1403,378,Qualification,2024-12-30T00:00:00,2024-12-31T00:00:00,1
1404,378,Proposal,2024-12-31T00:00:00,2025-01-01T00:00:00,1
1405,378,Negotiation,2025-01-01T00:00:00,2025-01-02T00:00:00,1
1406,378,Closed Won,2025-01-02T00:00:00,2025-01-03T00:00:00,1
1407,378,Closed Lost,2025-01-03T00:00:00,2025-01-03T00:00:00,0
1408,379,Prospecting,2020-12-29T00:00:00,2021-01-18T00:00:00,20
1409,379,Discovery,2021-01-18T00:00:00,2021-01-29T00:00:00,11
1410,379,Qualification,2021-01-29T00:00:00,,
1411,380,Prospecting,2023-02-09T00:00:00,2023-02-22T00:00:00,13
1412,380,Discovery,2023-02-22T00:00:00,,
1413,381,Prospecting,2024-12-26T00:00:00,,
1414,382,Prospecting,2024-03-24T00:00:00,2024-04-03T00:00:00,10
1415,382,Discovery,2024-04-03T00:00:00,,
1416,383,Prospecting,2024-12-10T00:00:00,2024-12-15T00:00:00,5
1417,383,Discovery,2024-12-15T00:00:00,2024-12-17T00:00:00,2
1418,383,Qualification,2024-12-17T00:00:00,2024-12-19T00:00:00,2
1419,383,Proposal,2024-12-19T00:00:00,2024-12-23T00:00:00,4
1420,383,Negotiation,2024-12-23T00:00:00,2024-12-25T00:00:00,2
1421,383,Closed Won,2024-12-25T00:00:00,2024-12-27T00:00:00,2
1422,383,Closed Lost,2024-12-27T00:00:00,2024-12-27T00:00:00,0
1423,384,Prospecting,2022-06-02T00:00:00,2022-06-07T00:00:00,5
1424,384,Discovery,2022-06-07T00:00:00,2022-06-27T00:00:00,20
1425,384,Qualification,2022-06-27T00:00:00,2022-07-04T00:00:00,7
1426,384,Proposal,2022-07-04T00:00:00,2022-07-23T00:00:00,19
1427,384,Negotiation,2022-07-23T00:00:00,2022-08-27T00:00:00,35
1428,384,Closed Won,2022-08-27T00:00:00,2022-09-15T00:00:00,19
1429,384,Closed Lost,2022-09-15T00:00:00,2022-09-15T00:00:00,0
1430,385,Prospecting,2024-02-06T00:00:00,2024-02-15T00:00:00,9
1431,385,Discovery,2024-02-15T00:00:00,2024-02-27T00:00:00,12
1432,385,Qualification,2024-02-27T00:00:00,2024-03-01T00:00:00,3
1433,385,Proposal,2024-03-01T00:00:00,2024-03-09T00:00:00,8
1434,385,Negotiation,2024-03-09T00:00:00,2024-03-26T00:00:00,17
1435,385,Closed Won,2024-03-26T00:00:00,2024-04-05T00:00:00,10
1436,385,Closed Lost,2024-04-05T00:00:00,2024-04-05T00:00:00,0
1437,386,Prospecting,2023-12-05T00:00:00,2023-12-28T00:00:00,23
1438,386,Discovery,2023-12-28T00:00:00,2024-01-09T00:00:00,12
1439,386,Qualification,2024-01-09T00:00:00,2024-01-19T00:00:00,10
1440,386,Proposal,2024-01-19T00:00:00,2024-01-25T00:00:00,6
1441,386,Negotiation,2024-01-25T00:00:00,,
1442,387,Prospecting,2024-11-03T00:00:00,2024-11-14T00:00:00,11
1443,387,Discovery,2024-11-14T00:00:00,2024-11-30T00:00:00,16
1444,387,Qualification,2024-11-30T00:00:00,2024-12-17T00:00:00,17
1445,387,Proposal,2024-12-17T00:00:00,2024-12-22T00:00:00,5
1446,387,Negotiation,2024-12-22T00:00:00,,
1447,388,Prospecting,2024-04-23T00:00:00,2024-05-02T00:00:00,9
1448,388,Discovery,2024-05-02T00:00:00,,
1449,389,Prospecting,2024-11-10T00:00:00,2024-11-24T00:00:00,14
1450,389,Discovery,2024-11-24T00:00:00,2024-12-01T00:00:00,7
1451,389,Qualification,2024-12-01T00:00:00,2024-12-15T00:00:00,14
1452,389,Proposal,2024-12-15T00:00:00,2024-12-20T00:00:00,5
1453,389,Negotiation,2024-12-20T00:00:00,2024-12-28T00:00:00,8
1454,389,Closed Won,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1455,390,Prospecting,2023-04-14T00:00:00,2023-04-27T00:00:00,13
1456,390,Discovery,2023-04-27T00:00:00,,
1457,391,Prospecting,2024-09-06T00:00:00,,
1458,392,Prospecting,2024-03-20T00:00:00,2024-03-28T00:00:00,8
1459,392,Discovery,2024-03-28T00:00:00,2024-04-17T00:00:00,20
1460,392,Qualification,2024-04-17T00:00:00,2024-05-10T00:00:00,23
1461,392,Proposal,2024-05-10T00:00:00,2024-05-26T00:00:00,16
1462,392,Negotiation,2024-05-26T00:00:00,2024-07-10T00:00:00,45
1463,392,Closed Won,2024-07-10T00:00:00,2024-07-19T00:00:00,9
1464,392,Closed Lost,2024-07-19T00:00:00,2024-07-19T00:00:00,0
1465,393,Prospecting,2024-08-08T00:00:00,2024-08-21T00:00:00,13
1466,393,Discovery,2024-08-21T00:00:00,2024-09-08T00:00:00,18
1467,393,Qualification,2024-09-08T00:00:00,,
1468,394,Prospecting,2024-11-22T00:00:00,2024-11-27T00:00:00,5
1469,394,Discovery,2024-11-27T00:00:00,2024-12-05T00:00:00,8
1470,394,Qualification,2024-12-05T00:00:00,2024-12-13T00:00:00,8
1471,394,Proposal,2024-12-13T00:00:00,2024-12-18T00:00:00,5
1472,394,Negotiation,2024-12-18T00:00:00,2024-12-23T00:00:00,5
1473,394,Closed Won,2024-12-23T00:00:00,2024-12-29T00:00:00,6
1474,394,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
1475,395,Prospecting,2023-05-31T00:00:00,2023-06-16T00:00:00,16
1476,395,Discovery,2023-06-16T00:00:00,2023-07-02T00:00:00,16
1477,395,Qualification,2023-07-02T00:00:00,,
1478,396,Prospecting,2023-01-30T00:00:00,2023-02-04T00:00:00,5
1479,396,Discovery,2023-02-04T00:00:00,2023-02-23T00:00:00,19
1480,396,Qualification,2023-02-23T00:00:00,,
1481,397,Prospecting,2023-12-21T00:00:00,2024-01-04T00:00:00,14
1482,397,Discovery,2024-01-04T00:00:00,,
1483,398,Prospecting,2024-03-23T00:00:00,,
1484,399,Prospecting,2024-09-18T00:00:00,2024-09-21T00:00:00,3
1485,399,Discovery,2024-09-21T00:00:00,2024-09-29T00:00:00,8
1486,399,Qualification,2024-09-29T00:00:00,2024-10-12T00:00:00,13
1487,399,Proposal,2024-10-12T00:00:00,2024-10-16T00:00:00,4
1488,399,Negotiation,2024-10-16T00:00:00,2024-10-26T00:00:00,10
1489,399,Closed Won,2024-10-26T00:00:00,2024-11-03T00:00:00,8
1490,399,Closed Lost,2024-11-03T00:00:00,2024-11-03T00:00:00,0
1491,400,Prospecting,2024-09-12T00:00:00,2024-10-01T00:00:00,19
1492,400,Discovery,2024-10-01T00:00:00,2024-10-28T00:00:00,27
1493,400,Qualification,2024-10-28T00:00:00,2024-11-20T00:00:00,23
1494,400,Proposal,2024-11-20T00:00:00,2024-11-27T00:00:00,7
1495,400,Negotiation,2024-11-27T00:00:00,2024-12-24T00:00:00,27
1496,400,Closed Won,2024-12-24T00:00:00,2024-12-24T00:00:00,0
1497,401,Prospecting,2024-08-21T00:00:00,2024-08-30T00:00:00,9
1498,401,Discovery,2024-08-30T00:00:00,,
1499,402,Prospecting,2023-12-19T00:00:00,2024-01-21T00:00:00,33
1500,402,Discovery,2024-01-21T00:00:00,2024-03-07T00:00:00,46
1501,402,Qualification,2024-03-07T00:00:00,2024-03-20T00:00:00,13
1502,402,Proposal,2024-03-20T00:00:00,2024-04-18T00:00:00,29
1503,402,Negotiation,2024-04-18T00:00:00,2024-05-03T00:00:00,15
1504,402,Closed Won,2024-05-03T00:00:00,2024-05-03T00:00:00,0
1505,403,Prospecting,2024-12-16T00:00:00,2024-12-27T00:00:00,11
1506,403,Discovery,2024-12-27T00:00:00,,
1507,404,Prospecting,2024-09-21T00:00:00,,
1508,405,Prospecting,2023-09-10T00:00:00,2023-10-03T00:00:00,23
1509,405,Discovery,2023-10-03T00:00:00,2023-10-27T00:00:00,24
1510,405,Qualification,2023-10-27T00:00:00,2023-11-06T00:00:00,10
1511,405,Proposal,2023-11-06T00:00:00,2023-11-19T00:00:00,13
1512,405,Negotiation,2023-11-19T00:00:00,2023-12-04T00:00:00,15
1513,405,Closed Won,2023-12-04T00:00:00,2023-12-25T00:00:00,21
1514,405,Closed Lost,2023-12-25T00:00:00,2023-12-25T00:00:00,0
1515,406,Prospecting,2022-11-13T00:00:00,2022-11-16T00:00:00,3
1516,406,Discovery,2022-11-16T00:00:00,2022-12-11T00:00:00,25
1517,406,Qualification,2022-12-11T00:00:00,,
1518,407,Prospecting,2024-07-07T00:00:00,2024-07-15T00:00:00,8
1519,407,Discovery,2024-07-15T00:00:00,2024-07-24T00:00:00,9
1520,407,Qualification,2024-07-24T00:00:00,2024-07-28T00:00:00,4
1521,407,Proposal,2024-07-28T00:00:00,2024-07-30T00:00:00,2
1522,407,Negotiation,2024-07-30T00:00:00,2024-08-03T00:00:00,4
1523,407,Closed Won,2024-08-03T00:00:00,2024-08-11T00:00:00,8
1524,407,Closed Lost,2024-08-11T00:00:00,2024-08-11T00:00:00,0
1525,408,Prospecting,2021-12-03T00:00:00,2021-12-17T00:00:00,14
1526,408,Discovery,2021-12-17T00:00:00,2022-01-03T00:00:00,17
1527,408,Qualification,2022-01-03T00:00:00,2022-01-18T00:00:00,15
1528,408,Proposal,2022-01-18T00:00:00,,
1529,409,Prospecting,2024-12-28T00:00:00,,
1530,410,Prospecting,2024-02-13T00:00:00,2024-02-23T00:00:00,10
1531,410,Discovery,2024-02-23T00:00:00,2024-03-09T00:00:00,15
1532,410,Qualification,2024-03-09T00:00:00,2024-03-22T00:00:00,13
1533,410,Proposal,2024-03-22T00:00:00,,
1534,411,Prospecting,2023-10-16T00:00:00,2023-10-31T00:00:00,15
1535,411,Discovery,2023-10-31T00:00:00,2023-12-05T00:00:00,35
1536,411,Qualification,2023-12-05T00:00:00,2024-01-25T00:00:00,51
1537,411,Proposal,2024-01-25T00:00:00,2024-02-19T00:00:00,25
1538,411,Negotiation,2024-02-19T00:00:00,2024-03-21T00:00:00,31
1539,411,Closed Won,2024-03-21T00:00:00,2024-03-21T00:00:00,0
1540,412,Prospecting,2021-03-30T00:00:00,2021-04-05T00:00:00,6
1541,412,Discovery,2021-04-05T00:00:00,2021-04-29T00:00:00,24
1542,412,Qualification,2021-04-29T00:00:00,,
1543,413,Prospecting,2024-03-17T00:00:00,2024-03-24T00:00:00,7
1544,413,Discovery,2024-03-24T00:00:00,2024-04-13T00:00:00,20
1545,413,Qualification,2024-04-13T00:00:00,,
1546,414,Prospecting,2024-05-09T00:00:00,2024-05-15T00:00:00,6
1547,414,Discovery,2024-05-15T00:00:00,2024-06-25T00:00:00,41
1548,414,Qualification,2024-06-25T00:00:00,2024-07-09T00:00:00,14
1549,414,Proposal,2024-07-09T00:00:00,2024-08-04T00:00:00,26
1550,414,Negotiation,2024-08-04T00:00:00,2024-09-01T00:00:00,28
1551,414,Closed Won,2024-09-01T00:00:00,2024-09-01T00:00:00,0
1552,415,Prospecting,2023-12-21T00:00:00,2023-12-30T00:00:00,9
1553,415,Discovery,2023-12-30T00:00:00,2024-01-24T00:00:00,25
1554,415,Qualification,2024-01-24T00:00:00,2024-02-05T00:00:00,12
1555,415,Proposal,2024-02-05T00:00:00,2024-02-13T00:00:00,8
1556,415,Negotiation,2024-02-13T00:00:00,2024-02-27T00:00:00,14
1557,415,Closed Won,2024-02-27T00:00:00,2024-04-02T00:00:00,35
1558,415,Closed Lost,2024-04-02T00:00:00,2024-04-02T00:00:00,0
1559,416,Prospecting,2024-04-02T00:00:00,2024-04-14T00:00:00,12
1560,416,Discovery,2024-04-14T00:00:00,2024-04-22T00:00:00,8
1561,416,Qualification,2024-04-22T00:00:00,,
1562,417,Prospecting,2024-05-13T00:00:00,2024-05-23T00:00:00,10
1563,417,Discovery,2024-05-23T00:00:00,2024-06-29T00:00:00,37
1564,417,Qualification,2024-06-29T00:00:00,2024-07-20T00:00:00,21
1565,417,Proposal,2024-07-20T00:00:00,2024-08-20T00:00:00,31
1566,417,Negotiation,2024-08-20T00:00:00,2024-09-14T00:00:00,25
1567,417,Closed Won,2024-09-14T00:00:00,2024-09-28T00:00:00,14
1568,417,Closed Lost,2024-09-28T00:00:00,2024-09-28T00:00:00,0
1569,418,Prospecting,2024-07-10T00:00:00,2024-08-05T00:00:00,26
1570,418,Discovery,2024-08-05T00:00:00,2024-10-06T00:00:00,62
1571,418,Qualification,2024-10-06T00:00:00,2024-11-17T00:00:00,42
1572,418,Proposal,2024-11-17T00:00:00,2024-12-13T00:00:00,26
1573,418,Negotiation,2024-12-13T00:00:00,2024-12-29T00:00:00,16
1574,418,Closed Won,2024-12-29T00:00:00,2024-12-29T00:00:00,0
1575,419,Prospecting,2023-03-03T00:00:00,2023-03-17T00:00:00,14
1576,419,Discovery,2023-03-17T00:00:00,2023-04-05T00:00:00,19
1577,419,Qualification,2023-04-05T00:00:00,2023-04-15T00:00:00,10
1578,419,Proposal,2023-04-15T00:00:00,,
1579,420,Prospecting,2024-04-09T00:00:00,2024-04-27T00:00:00,18
1580,420,Discovery,2024-04-27T00:00:00,2024-06-02T00:00:00,36
1581,420,Qualification,2024-06-02T00:00:00,2024-06-30T00:00:00,28
1582,420,Proposal,2024-06-30T00:00:00,2024-07-20T00:00:00,20
1583,420,Negotiation,2024-07-20T00:00:00,2024-08-31T00:00:00,42
1584,420,Closed Won,2024-08-31T00:00:00,2024-10-01T00:00:00,31
1585,420,Closed Lost,2024-10-01T00:00:00,2024-10-01T00:00:00,0
1586,421,Prospecting,2022-06-08T00:00:00,2022-06-18T00:00:00,10
1587,421,Discovery,2022-06-18T00:00:00,2022-07-15T00:00:00,27
1588,421,Qualification,2022-07-15T00:00:00,,
1589,422,Prospecting,2024-08-05T00:00:00,2024-08-19T00:00:00,14
1590,422,Discovery,2024-08-19T00:00:00,2024-09-03T00:00:00,15
1591,422,Qualification,2024-09-03T00:00:00,2024-09-12T00:00:00,9
1592,422,Proposal,2024-09-12T00:00:00,2024-09-16T00:00:00,4
1593,422,Negotiation,2024-09-16T00:00:00,,
1594,423,Prospecting,2024-04-12T00:00:00,2024-05-07T00:00:00,25
1595,423,Discovery,2024-05-07T00:00:00,2024-05-15T00:00:00,8
1596,423,Qualification,2024-05-15T00:00:00,2024-05-30T00:00:00,15
1597,423,Proposal,2024-05-30T00:00:00,,
1598,424,Prospecting,2023-11-22T00:00:00,2023-11-24T00:00:00,2
1599,424,Discovery,2023-11-24T00:00:00,2023-11-30T00:00:00,6
1600,424,Qualification,2023-11-30T00:00:00,2023-12-06T00:00:00,6
1601,424,Proposal,2023-12-06T00:00:00,2023-12-10T00:00:00,4
1602,424,Negotiation,2023-12-10T00:00:00,2023-12-14T00:00:00,4
1603,424,Closed Won,2023-12-14T00:00:00,2023-12-14T00:00:00,0
1604,425,Prospecting,2024-09-26T00:00:00,2024-10-02T00:00:00,6
1605,425,Discovery,2024-10-02T00:00:00,2024-10-25T00:00:00,23
1606,425,Qualification,2024-10-25T00:00:00,,
1607,426,Prospecting,2022-11-20T00:00:00,2022-11-25T00:00:00,5
1608,426,Discovery,2022-11-25T00:00:00,2022-12-16T00:00:00,21
1609,426,Qualification,2022-12-16T00:00:00,,
1610,427,Prospecting,2024-09-19T00:00:00,,
1611,428,Prospecting,2024-09-01T00:00:00,2024-09-11T00:00:00,10
1612,428,Discovery,2024-09-11T00:00:00,2024-10-15T00:00:00,34
1613,428,Qualification,2024-10-15T00:00:00,2024-11-20T00:00:00,36
1614,428,Proposal,2024-11-20T00:00:00,2024-12-04T00:00:00,14
1615,428,Negotiation,2024-12-04T00:00:00,2024-12-30T00:00:00,26
1616,428,Closed Won,2024-12-30T00:00:00,2024-12-30T00:00:00,0
1617,429,Prospecting,2024-04-28T00:00:00,2024-05-09T00:00:00,11
1618,429,Discovery,2024-05-09T00:00:00,,
1619,430,Prospecting,2024-04-01T00:00:00,2024-04-10T00:00:00,9
1620,430,Discovery,2024-04-10T00:00:00,2024-05-04T00:00:00,24
1621,430,Qualification,2024-05-04T00:00:00,,
1622,431,Prospecting,2022-12-01T00:00:00,2022-12-08T00:00:00,7
1623,431,Discovery,2022-12-08T00:00:00,2022-12-11T00:00:00,3
1624,431,Qualification,2022-12-11T00:00:00,2022-12-16T00:00:00,5
1625,431,Proposal,2022-12-16T00:00:00,2022-12-17T00:00:00,1
1626,431,Negotiation,2022-12-17T00:00:00,2022-12-20T00:00:00,3
1627,431,Closed Won,2022-12-20T00:00:00,2022-12-25T00:00:00,5
1628,431,Closed Lost,2022-12-25T00:00:00,2022-12-25T00:00:00,0
1629,432,Prospecting,2024-12-19T00:00:00,2025-01-05T00:00:00,17
1630,432,Discovery,2025-01-05T00:00:00,2025-01-20T00:00:00,15
1631,432,Qualification,2025-01-20T00:00:00,2025-02-02T00:00:00,13
1632,432,Proposal,2025-02-02T00:00:00,,
1633,433,Prospecting,2024-10-17T00:00:00,2024-10-31T00:00:00,14
1634,433,Discovery,2024-10-31T00:00:00,2024-11-20T00:00:00,20
1635,433,Qualification,2024-11-20T00:00:00,2024-11-30T00:00:00,10
1636,433,Proposal,2024-11-30T00:00:00,,
1637,434,Prospecting,2024-12-19T00:00:00,2024-12-20T00:00:00,1
1638,434,Discovery,2024-12-20T00:00:00,2024-12-22T00:00:00,2
1639,434,Qualification,2024-12-22T00:00:00,2024-12-23T00:00:00,1
1640,434,Proposal,2024-12-23T00:00:00,2024-12-25T00:00:00,2
1641,434,Negotiation,2024-12-25T00:00:00,2024-12-27T00:00:00,2
1642,434,Closed Won,2024-12-27T00:00:00,2024-12-28T00:00:00,1
1643,434,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1644,435,Prospecting,2024-12-14T00:00:00,2024-12-19T00:00:00,5
1645,435,Discovery,2024-12-19T00:00:00,,
1646,436,Prospecting,2024-12-14T00:00:00,2024-12-17T00:00:00,3
1647,436,Discovery,2024-12-17T00:00:00,2024-12-19T00:00:00,2
1648,436,Qualification,2024-12-19T00:00:00,2024-12-21T00:00:00,2
1649,436,Proposal,2024-12-21T00:00:00,2024-12-22T00:00:00,1
1650,436,Negotiation,2024-12-22T00:00:00,2024-12-26T00:00:00,4
1651,436,Closed Won,2024-12-26T00:00:00,2024-12-29T00:00:00,3
1652,436,Closed Lost,2024-12-29T00:00:00,2024-12-29T00:00:00,0
1653,437,Prospecting,2024-11-26T00:00:00,,
1654,438,Prospecting,2023-11-23T00:00:00,,
1655,439,Prospecting,2022-09-19T00:00:00,,
1656,440,Prospecting,2024-07-08T00:00:00,2024-08-08T00:00:00,31
1657,440,Discovery,2024-08-08T00:00:00,2024-09-18T00:00:00,41
1658,440,Qualification,2024-09-18T00:00:00,2024-10-04T00:00:00,16
1659,440,Proposal,2024-10-04T00:00:00,2024-10-16T00:00:00,12
1660,440,Negotiation,2024-10-16T00:00:00,2024-11-24T00:00:00,39
1661,440,Closed Won,2024-11-24T00:00:00,2024-12-28T00:00:00,34
1662,440,Closed Lost,2024-12-28T00:00:00,2024-12-28T00:00:00,0
1663,441,Prospecting,2022-07-03T00:00:00,2022-07-11T00:00:00,8
1664,441,Discovery,2022-07-11T00:00:00,2022-07-28T00:00:00,17
1665,441,Qualification,2022-07-28T00:00:00,,
1666,442,Prospecting,2024-12-02T00:00:00,2024-12-08T00:00:00,6
1667,442,Discovery,2024-12-08T00:00:00,2024-12-20T00:00:00,12
1668,442,Qualification,2024-12-20T00:00:00,,
1669,443,Prospecting,2024-05-15T00:00:00,2024-05-25T00:00:00,10
1670,443,Discovery,2024-05-25T00:00:00,2024-06-04T00:00:00,10
1671,443,Qualification,2024-06-04T00:00:00,2024-06-21T00:00:00,17
1672,443,Proposal,2024-06-21T00:00:00,2024-06-25T00:00:00,4
1673,443,Negotiation,2024-06-25T00:00:00,2024-07-13T00:00:00,18
1674,443,Closed Won,2024-07-13T00:00:00,2024-07-22T00:00:00,9
1675,443,Closed Lost,2024-07-22T00:00:00,2024-07-22T00:00:00,0
1676,205,Prospecting,2024-12-09T00:00:00,2024-12-24T00:00:00,15
1677,205,Discovery,2024-12-24T00:00:00,,
1678,445,Prospecting,2023-04-18T00:00:00,,
1679,446,Prospecting,2024-07-05T00:00:00,2024-07-12T00:00:00,7
1680,446,Discovery,2024-07-12T00:00:00,2024-07-27T00:00:00,15
1681,446,Qualification,2024-07-27T00:00:00,,
1682,447,Prospecting,2023-08-07T00:00:00,2023-08-19T00:00:00,12
1683,447,Discovery,2023-08-19T00:00:00,2023-09-19T00:00:00,31
1684,447,Qualification,2023-09-19T00:00:00,2023-10-20T00:00:00,31
1685,447,Proposal,2023-10-20T00:00:00,2023-11-21T00:00:00,32
1686,447,Negotiation,2023-11-21T00:00:00,2023-12-15T00:00:00,24
1687,447,Closed Won,2023-12-15T00:00:00,2023-12-15T00:00:00,0
1688,448,Prospecting,2023-08-11T00:00:00,2023-08-28T00:00:00,17
1689,448,Discovery,2023-08-28T00:00:00,2023-09-14T00:00:00,17
1690,448,Qualification,2023-09-14T00:00:00,2023-09-19T00:00:00,5
1691,448,Proposal,2023-09-19T00:00:00,2023-10-01T00:00:00,12
1692,448,Negotiation,2023-10-01T00:00:00,,
1693,449,Prospecting,2024-05-31T00:00:00,2024-06-19T00:00:00,19
1694,449,Discovery,2024-06-19T00:00:00,2024-07-02T00:00:00,13
1695,449,Qualification,2024-07-02T00:00:00,2024-07-21T00:00:00,19
1696,449,Proposal,2024-07-21T00:00:00,2024-07-26T00:00:00,5
1697,449,Negotiation,2024-07-26T00:00:00,,
1698,450,Prospecting,2024-12-02T00:00:00,2024-12-13T00:00:00,11
1699,450,Discovery,2024-12-13T00:00:00,,
1700,451,Prospecting,2024-12-17T00:00:00,2024-12-22T00:00:00,5
1701,451,Discovery,2024-12-22T00:00:00,,
1702,452,Prospecting,2024-09-13T00:00:00,,
1703,453,Prospecting,2024-12-09T00:00:00,,
1704,454,Prospecting,2024-10-14T00:00:00,2024-10-17T00:00:00,3
1705,454,Discovery,2024-10-17T00:00:00,2024-10-22T00:00:00,5
1706,454,Qualification,2024-10-22T00:00:00,2024-10-23T00:00:00,1
1707,454,Proposal,2024-10-23T00:00:00,2024-10-26T00:00:00,3
1708,454,Negotiation,2024-10-26T00:00:00,2024-10-31T00:00:00,5
1709,454,Closed Won,2024-10-31T00:00:00,2024-11-02T00:00:00,2
1710,454,Closed Lost,2024-11-02T00:00:00,2024-11-02T00:00:00,0
1711,455,Prospecting,2024-07-21T00:00:00,2024-08-11T00:00:00,21
1712,455,Discovery,2024-08-11T00:00:00,,
1713,456,Prospecting,2024-06-04T00:00:00,2024-06-22T00:00:00,18
1714,456,Discovery,2024-06-22T00:00:00,2024-07-08T00:00:00,16
1715,456,Qualification,2024-07-08T00:00:00,,
1716,457,Prospecting,2021-10-26T00:00:00,2021-11-03T00:00:00,8
1717,457,Discovery,2021-11-03T00:00:00,2021-11-20T00:00:00,17
1718,457,Qualification,2021-11-20T00:00:00,,
1719,458,Prospecting,2024-06-19T00:00:00,2024-07-14T00:00:00,25
1720,458,Discovery,2024-07-14T00:00:00,2024-07-26T00:00:00,12
1721,458,Qualification,2024-07-26T00:00:00,2024-08-18T00:00:00,23
1722,458,Proposal,2024-08-18T00:00:00,2024-08-30T00:00:00,12
1723,458,Negotiation,2024-08-30T00:00:00,2024-10-14T00:00:00,45
1724,458,Closed Won,2024-10-14T00:00:00,2024-10-14T00:00:00,0
1725,459,Prospecting,2024-04-15T00:00:00,,
1726,460,Prospecting,2023-03-26T00:00:00,2023-04-17T00:00:00,22
1727,460,Discovery,2023-04-17T00:00:00,2023-04-27T00:00:00,10
1728,460,Qualification,2023-04-27T00:00:00,2023-05-17T00:00:00,20
1729,460,Proposal,2023-05-17T00:00:00,2023-06-02T00:00:00,16
1730,460,Negotiation,2023-06-02T00:00:00,2023-06-29T00:00:00,27
1731,460,Closed Won,2023-06-29T00:00:00,2023-07-20T00:00:00,21
1732,460,Closed Lost,2023-07-20T00:00:00,2023-07-20T00:00:00,0
1733,461,Prospecting,2024-05-20T00:00:00,2024-05-27T00:00:00,7
1734,461,Discovery,2024-05-27T00:00:00,2024-06-13T00:00:00,17
1735,461,Qualification,2024-06-13T00:00:00,,
